	-82.845414	27.883208
	-82.845324	27.883277
	-82.844234	27.885238
	-82.843901	27.885839
	-82.843844	27.88594
	-82.843695	27.886209
	-82.843569	27.886411
	-82.84176	27.888813
	-82.840409	27.890587
	-82.838125	27.893899
	-82.83805	27.894157
	-82.836705	27.898859
	-82.834564	27.899419
	-82.834523	27.899391
	-82.834393	27.899353
	-82.834133	27.899331
	-82.833817	27.899314
	-82.833192	27.899386
	-82.833031	27.899397
	-82.832857	27.899386
	-82.832381	27.899452
	-82.832189	27.899589
	-82.832084	27.899677
	-82.831334	27.899817
	-82.831229	27.899744
	-82.831143	27.899716
	-82.831068	27.899705
	-82.830913	27.899716
	-82.83084	27.899727
	-82.829056	27.899529
	-82.828139	27.899722
	-82.827868	27.899786
	-82.827601	27.899849
	-82.827508	27.899816
	-82.827463	27.899762
	-82.827037	27.899772
	-82.827081	27.899799
	-82.827081	27.899827
	-82.827056	27.899893
	-82.827019	27.899926
	-82.826938	27.89997
	-82.826346	27.900167
	-82.825976	27.900531
	-82.825917	27.900542
	-82.825805	27.900624
	-82.825428	27.901026
	-82.825262	27.901223
	-82.825229	27.901263
	-82.824883	27.901681
	-82.824753	27.901791
	-82.824493	27.902137
	-82.824313	27.902357
	-82.824208	27.902539
	-82.824066	27.90272
	-82.823868	27.903089
	-82.82366	27.903591
	-82.823608	27.903716
	-82.82349	27.903815
	-82.823298	27.903865
	-82.823137	27.903854
	-82.822964	27.903782
	-82.822877	27.903727
	-82.822685	27.903634
	-82.8225821	27.9036029
	-82.82252	27.903584
	-82.822468	27.903568
	-82.822239	27.903584
	-82.822109	27.903628
	-82.82207	27.903698
	-82.821849	27.904096
	-82.821824	27.904239
	-82.821694	27.904585
	-82.821651	27.904728
	-82.821601	27.904838
	-82.821577	27.904959
	-82.821533	27.904998
	-82.82123	27.90513
	-82.821162	27.905152
	-82.821106	27.905196
	-82.821057	27.905356
	-82.821069	27.905383
	-82.821056	27.90547
	-82.821038	27.905592
	-82.820958	27.905785
	-82.820883	27.905818
	-82.820815	27.905834
	-82.82055	27.905845
	-82.820295	27.905856
	-82.820184	27.905939
	-82.820084	27.905972
	-82.819917	27.905994
	-82.819772	27.906028
	-82.819541	27.906019
	-82.819396	27.906014
	-82.81907	27.906005
	-82.818659	27.9059909
	-82.81871	27.9058829
	-82.816959	27.905878
	-82.816366	27.9058749
	-82.816079	27.905855
	-82.816079	27.906227
	-82.8159737	27.9076681
	-82.81584	27.909405
	-82.816178	27.909391
	-82.81657	27.909386
	-82.816559	27.908844
	-82.816372	27.908637
	-82.816372	27.908444
	-82.8165141	27.908419
	-82.817392	27.908417
	-82.817391	27.9087989
	-82.817399	27.908896
	-82.817065	27.908919
	-82.817068	27.909102
	-82.817358	27.909132
	-82.8173641	27.909523
	-82.817779	27.909526
	-82.818758	27.909557
	-82.819523	27.909561
	-82.820126	27.909562
	-82.8214001	27.9095809
	-82.82134	27.9097089
	-82.8209861	27.9103429
	-82.8200811	27.9118739
	-82.8195211	27.912859
	-82.81919	27.913427
	-82.817193	27.913385
	-82.817252	27.916374
	-82.8168691	27.9163959
	-82.8168761	27.9160609
	-82.816878	27.9157819
	-82.8168751	27.9154319
	-82.816879	27.914925
	-82.816876	27.914627
	-82.8160981	27.9146159
	-82.8149831	27.914994
	-82.8148241	27.915134
	-82.8145691	27.915189
	-82.8145581	27.9156329
	-82.8145531	27.9158709
	-82.814842	27.915898
	-82.814825	27.916091
	-82.814556	27.916096
	-82.814559	27.916259
	-82.81496	27.916273
	-82.8149721	27.9167919
	-82.81524	27.916794
	-82.815656	27.916794
	-82.8159391	27.9167899
	-82.8159501	27.9176029
	-82.815236	27.9176419
	-82.8144091	27.9176729
	-82.8144101	27.9179029
	-82.814419	27.9182679
	-82.813544	27.91826
	-82.813137	27.9182489
	-82.8127311	27.918258
	-82.8127221	27.917899
	-82.8094471	27.9178559
	-82.8094561	27.9181139
	-82.8095541	27.9182719
	-82.8094411	27.9185109
	-82.809455	27.9189809
	-82.809451	27.9196589
	-82.809442	27.920191
	-82.809529	27.920377
	-82.8094451	27.920559
	-82.809452	27.921093
	-82.8090341	27.92109
	-82.808927	27.92107
	-82.8089291	27.9213779
	-82.8089231	27.9217729
	-82.8089141	27.922478
	-82.808918	27.9232229
	-82.8078241	27.923222
	-82.806893	27.9232089
	-82.806216	27.923204
	-82.8060631	27.9232139
	-82.805871	27.923279
	-82.805828	27.9241379
	-82.805644	27.924135
	-82.8051891	27.9241279
	-82.804671	27.92413
	-82.803864	27.924103
	-82.8037701	27.9241049
	-82.803067	27.9241059
	-82.8029841	27.9241019
	-82.8026151	27.9241119
	-82.8012711	27.9240979
	-82.8005321	27.9240799
	-82.800502	27.925007
	-82.800472	27.925909
	-82.800442	27.926846
	-82.8004131	27.927729
	-82.800404	27.9281519
	-82.8004181	27.9284739
	-82.800424	27.9286019
	-82.8004821	27.92923
	-82.800523	27.9296769
	-82.800439	27.929686
	-82.800379	27.929691
	-82.800413	27.929879
	-82.800401	27.929956
	-82.800374	27.930693
	-82.800536	27.930695
	-82.800493	27.930278
	-82.8005741	27.9302329
	-82.8005811	27.930304
	-82.8006481	27.9308999
	-82.800412	27.930904
	-82.800343	27.931267
	-82.8003291	27.931344
	-82.800347	27.931803
	-82.800295	27.93311
	-82.800308	27.933291
	-82.8002111	27.935162
	-82.8004121	27.9351629
	-82.8003851	27.9352969
	-82.8002551	27.936551
	-82.800147	27.936581
	-82.800048	27.937896
	-82.799798	27.937906
	-82.7997121	27.9390979
	-82.7994011	27.939068
	-82.7988371	27.9390589
	-82.798316	27.939047
	-82.79789	27.93897
	-82.797754	27.9389579
	-82.797692	27.9389519
	-82.797564	27.93881
	-82.797506	27.938738
	-82.797437	27.938571
	-82.7973691	27.9384409
	-82.797053	27.93803
	-82.7966811	27.9374389
	-82.796443	27.937064
	-82.7967961	27.9370399
	-82.796934	27.936959
	-82.796935	27.9367019
	-82.796898	27.936151
	-82.796505	27.936086
	-82.79618	27.936026
	-82.795839	27.936031
	-82.7958111	27.9351459
	-82.7956821	27.9351469
	-82.79568	27.934978
	-82.796778	27.935038
	-82.796792	27.934905
	-82.796805	27.934686
	-82.796796	27.934687
	-82.796353	27.934733
	-82.795955	27.934799
	-82.795848	27.934205
	-82.79583	27.933996
	-82.795682	27.933976
	-82.795487	27.934003
	-82.795284	27.934028
	-82.795355	27.933573
	-82.795352	27.93343
	-82.79513	27.933434
	-82.795132	27.93398
	-82.794853	27.933986
	-82.794862	27.933439
	-82.793972	27.933459
	-82.793966	27.933734
	-82.793989	27.934101
	-82.793888	27.934104
	-82.793847	27.933967
	-82.793747	27.933691
	-82.793571	27.933696
	-82.793472	27.933706
	-82.79353	27.933921
	-82.793594	27.934147
	-82.79371	27.934571
