0,13,pinellas
8,-13,stpetersburg
0,1,largo
2,-1,pinellas
"-3",0,largo
5,-3,stpetersburg
"-6",13,pinellas
"-2",0,pinellas
"-4",-9,pinellas
"-7",-3,pinellas
0,8,pinellas
0,5,clearwater
1,-12,stpetersburg
0,10,pinellas
0,-2,pinellas
2,-14,stpetersburg
6,-9,stpetersburg
6,-13,stpetersburg
3,-4,stpetersburg
0,11,pinellas
"-1",5,clearwater
8,-11,stpetersburg
7,-4,stpetersburg
"-5",-7,pinellas
6,-10,stpetersburg
4,-10,stpetersburg
"-2",-3,pinellas
"-3",-11,pinellas
"-4",5,clearwater
2,10,pinellas
"-2",-5,pinellas
1,5,clearwater
1,10,pinellas
"-2",11,pinellas
7,1,pinellas
"-3",-13,pinellas
1,-11,stpetersburg
"-2",3,clearwater
4,2,pinellas
"-1",-2,pinellas
"-5",1,pinellas
3,-1,stpetersburg
2,-4,pinellas
6,-2,pinellas
8,-14,stpetersburg
"-5",-8,pinellas
"-2",2,largo
"-7",9,pinellas
1,13,pinellas
"-7",-4,pinellas
8,-5,stpetersburg
2,-5,stpetersburg
"-6",10,pinellas
3,8,pinellas
6,1,pinellas
0,-13,pinellas
"-4",-5,pinellas
1,-7,stpetersburg
"-2",-12,pinellas
"-2",7,pinellas
"-4",-1,largo
4,-13,stpetersburg
2,-13,stpetersburg
5,-11,stpetersburg
6,-12,stpetersburg
4,-1,stpetersburg
0,14,pinellas
6,-8,stpetersburg
"-4",1,pinellas
1,0,largo
0,-9,pinellas
2,-9,stpetersburg
"-2",-6,pinellas
"-1",-3,pinellas
2,-8,stpetersburg
"-1",1,largo
"-1",2,largo
"-4",7,pinellas
"-6",1,pinellas
"-1",14,pinellas
7,-12,stpetersburg
"-5",13,pinellas
2,5,pinellas
4,-4,stpetersburg
"-5",6,clearwater
0,-5,stpetersburg
6,-5,stpetersburg
"-4",-3,pinellas
0,-11,pinellas
"-4",13,pinellas
4,-2,stpetersburg
"-8",-3,pinellas
"-2",-7,pinellas
"-5",-3,pinellas
8,-4,stpetersburg
"-7",-2,pinellas
"-1",-7,stpetersburg
"-4",9,pinellas
"-6",9,pinellas
0,-7,stpetersburg
2,-7,stpetersburg
1,-4,pinellas
"-6",8,pinellas
"-7",8,pinellas
2,-6,stpetersburg
5,-8,stpetersburg
4,-5,stpetersburg
"-2",8,pinellas
"-4",-2,pinellas
"-1",-8,stpetersburg
3,12,pinellas
3,-8,stpetersburg
0,-3,pinellas
"-3",13,pinellas
"-1",-12,pinellas
"-3",-8,pinellas
"-6",6,pinellas
9,-7,stpetersburg
"-5",-1,largo
"-1",4,clearwater
8,-6,stpetersburg
"-3",-4,pinellas
"-3",-7,pinellas
3,-9,stpetersburg
"-1",11,pinellas
1,1,pinellas
"-8",-2,pinellas
"-4",-8,pinellas
"-2",14,pinellas
4,-12,stpetersburg
"-8",14,pinellas
"-7",13,pinellas
"-5",10,pinellas
"-3",-2,pinellas
0,9,pinellas
4,-14,stpetersburg
7,-7,stpetersburg
"-6",-7,pinellas
"-7",11,pinellas
